realMean,imagMean,dcAbs,ampMean,ampVar,ampSkew,ampKurt,phaseStepMeanAbs,phaseStepVar,phaseStepKurt,freqChangeVar,freqChangeMeanAbs,c20Abs,c40Abs,c42Abs,c40Real,c40Imag,Modulation,SNR_dB,Split
0.281306563376905,0.0263996999278445,0.282542610512477,0.890376073341796,0.207331684194367,0.575110322105643,3.28222850474,1.48510272936519,3.0133247776848,1.91016221999088,6.18871867554839,2.02185611099724,0.0245066561425109,0.0777336553429517,0.0413501454471483,-0.0736601458819177,-0.0248335273698965,ASK,-10,train
0.245278753832711,0.00967208851399215,0.245469379715577,0.8877873598834,0.211937088537775,0.640652466401915,3.42936028753389,1.51350179927487,3.08551352397803,1.87281761542409,6.60969780252627,2.11419688287918,0.0464015220266115,0.217609567786475,0.0165899808907248,-0.2174379098908,-0.00864172057734697,ASK,-10,train
0.258645221359974,-0.0185728197639187,0.2593112033182,0.887178776308766,0.213017831480307,0.579872420404682,3.121096014235,1.52018031692584,3.15628788848552,1.8895231606763,6.80869667857311,2.13049855545455,0.0256202186165374,0.0615585436246913,0.0439254249993404,0.041847350979729,-0.0451470210442771,ASK,-10,train
0.255622989912569,0.00649184435561032,0.255705410609512,0.888765971636864,0.210197683247905,0.555732959575978,3.00632995531825,1.48497303738288,3.01506946919037,1.89456563109492,6.21787042283866,2.0453817686673,0.0230212180923983,0.0283337007437885,0.0896797768880444,-0.0269676924158042,-0.00869149950268286,ASK,-10,train
0.263788417378033,-0.00709240797959541,0.2638837459825,0.885716818483391,0.215610996262429,0.56207832226068,2.98294073843334,1.47799437242401,2.97063683613901,1.88535836044876,6.07937391683848,2.01978662858787,0.0305749523822521,0.0778209855903525,0.0687167441444003,0.0723084806584237,-0.0287678539888573,ASK,-10,train
0.277691605074586,0.00345990224083325,0.277713158587086,0.880925228757833,0.224080155476376,0.795389213704722,3.62523149539596,1.48635734222616,3.0550585330102,1.92734026692424,6.14494707346059,2.0172830110385,0.0117078931097712,0.109392224387528,0.148707102912792,0.0361336080309506,-0.103252220930675,ASK,-10,train
0.262625013715333,-0.00201219317952804,0.262632722162282,0.883454056686363,0.219616164179574,0.639325283270347,3.19871031500455,1.48940750897708,3.05021193469481,1.91657111781068,6.49084092510249,2.10012593647638,0.036359113832106,0.148510945722738,0.0344566184867139,-0.148127864810598,-0.010660050005293,ASK,-10,train
0.285985336203158,-0.0176076564045676,0.286526861022304,0.885258834381501,0.216422471184265,0.684315535088927,3.35114611301446,1.48369363231481,3.04176762749063,1.92158836567549,6.50503599227391,2.08196760543163,0.0308665676524651,0.107193019000551,0.0251055933191802,-0.0217246317269405,-0.104968489075443,ASK,-10,train
0.260356746524418,0.014512843798254,0.260760921335795,0.888918782668629,0.209925900700124,0.67639652929333,3.48604512178173,1.4918027925949,3.07360568753298,1.91890840561992,6.12569373256611,1.99888869007056,0.0122220297828781,0.123849364080194,2.91037437496477e-05,-0.12384738823735,-0.000699578341240438,ASK,-10,train
0.262463188534734,0.00355582243365553,0.262487274375347,0.889341138893372,0.209174474645788,0.585003728885096,3.18315631171037,1.46367727685326,2.97326802720518,1.93514177136113,6.15550215663354,2.00984192645502,0.0239174305160373,0.0855003290191383,0.0339465218710744,0.0764484714447175,-0.03828756294343,ASK,-10,train
0.260169045546834,-0.0130985449058475,0.260498568401826,0.885589663641612,0.215836336487312,0.647811635183024,3.24648600640731,1.50679026167798,3.087907789661,1.89407582746343,6.25694020539837,2.04415405542244,0.0243471170142872,0.0707498932742758,0.0183321694044305,-0.023182400039417,0.0668440253630334,ASK,-10,train
0.272167279152111,0.0208017380613713,0.272961059763911,0.882148383229799,0.221922590604995,0.667842081088729,3.3640509730296,1.47626546383921,3.01251277136211,1.92981057145393,6.09715327001334,2.01046887100985,0.0435378538393574,0.0940221077755076,0.0438404114090369,0.0435051796633816,0.0833514012660018,ASK,-10,train
0.256318721101953,0.00103402276330388,0.25632080678403,0.886910192301949,0.213494556179679,0.659375560020188,3.33072910893864,1.44861425446098,2.87981333306553,1.94932519015427,6.13499213818462,2.04078074072445,0.0334372899012048,0.0850060871312314,0.0103462016198124,0.022753927427396,0.0819041734955631,ASK,-10,train
0.280791067546971,0.0153667106261049,0.281211236279125,0.88758890390848,0.212289594687199,0.621732138115375,3.3087866897465,1.45473260988722,2.93275665103305,1.95150834607285,6.20711174659363,2.04709039792866,0.0460117231383343,0.00718696665121084,0.00640561026471298,0.00673371924893275,-0.00251187474253184,ASK,-10,train
0.239316680720077,0.0051685736991883,0.239372487610751,0.889547214671901,0.208807709758993,0.50250767451206,2.96289742387293,1.47821830002011,2.99573148018727,1.93466684251919,6.14282892411926,2.01891844676973,0.0182945205728793,0.0964798290204194,0.074062540783203,0.0925594969870044,0.0272230954397566,ASK,-10,train
0.258927189327566,-0.0060138653428905,0.258997019190252,0.884326038036987,0.218073939865755,0.704854873557422,3.42774422097653,1.49532841514071,3.05714805612542,1.88433266472425,6.25929354095828,2.04220276971291,0.0674243420847955,0.150092827874399,0.0716822306971276,-0.1277272444606,0.0788264422756489,ASK,-10,train
0.262590355530252,0.0151889820519859,0.263029275924334,0.884892394826992,0.217071441492143,0.682379801950928,3.42045325022921,1.47906423545757,3.01369332405561,1.93927034012223,6.15119451981838,2.02231812240782,0.0165934136123054,0.0183427149422892,0.0262892263983114,-0.0175325191327508,0.00539128596104917,ASK,-10,train
0.301636374491072,0.00417174892987344,0.301665221570622,0.888630120409119,0.210439262647887,0.603130075513019,3.21367607532463,1.45336380726077,2.92438432015504,1.92755027909762,6.34230178752652,2.07647834992666,0.0520384443126403,0.0522561381548041,0.0235489316376396,-0.0225617215125745,0.0471346231261374,ASK,-10,train
0.267317618458411,-0.0225416519464188,0.268266351245828,0.886640232590607,0.213973577237435,0.63733120153568,3.16484464856981,1.49280103489161,3.00692220479243,1.86772468639778,6.46446114023767,2.09000647153565,0.0377931993767544,0.0449074519783021,0.00785012972270893,0.00823961198027009,-0.0441450794267956,ASK,-10,train
0.276188450174035,0.00737031146639143,0.276286774024106,0.887246311156114,0.212897937410869,0.592190649317489,3.12676676738512,1.46752355631159,2.9793708740589,1.93520356896514,5.88906192784749,1.96950978071221,0.0652634345601484,0.128396548943229,0.0253734299434112,0.0986692228256907,0.0821587381080384,ASK,-10,train
0.261521142394283,0.00312384650366272,0.261539798761469,0.887536941923941,0.212381878809562,0.651608637176219,3.3230300453844,1.4922415511181,3.05914474039797,1.90625967826095,6.30853451533478,2.03183333873267,0.0247042051996226,0.0465197134474548,0.00521403796728803,-0.0145266459087326,-0.044193441797122,ASK,-10,train
0.253765685613883,0.00241205916918079,0.253777148743775,0.885105629179558,0.216693832730172,0.681033700466301,3.35137039678102,1.4633282419795,2.97334867756799,1.94061107524371,6.18563065197703,2.02593820659959,0.0294437688266377,0.0713050138661376,0.00667314646718431,-0.00177453469647126,0.0712829294365846,ASK,-10,train
0.260508188333036,-0.00225422501509963,0.26051794126121,0.886149500549074,0.214843966957368,0.553513507410018,2.9734895177094,1.47571210037876,3.01871750337773,1.93536627320797,6.34695111493674,2.05162708358143,0.01644852992082,0.0963850482047895,0.0350145876974488,-0.077380677085194,-0.057465714398035,ASK,-10,train
0.250784412614595,0.000973499177929759,0.250786302080271,0.886036177222357,0.21504489504335,0.590334920770519,3.07938551762713,1.47411663587104,2.98557355121171,1.92563244514913,6.15941528785412,2.01984135802182,0.0338472366813318,0.0951286579298494,0.015250030878607,0.0143922736577313,0.0940336323795656,ASK,-10,train
0.262541917593355,-0.00743085889307901,0.262647056251322,0.88790302728487,0.211731598708045,0.710913594940233,3.48344236285799,1.4783181380506,3.00923802908995,1.9233457076221,6.2386460357791,2.04612661468294,0.0257397101497055,0.116018990292866,0.00644280936670816,-0.10227865174699,0.0547675406184552,ASK,-10,train
0.280656661061079,-0.00583339230912221,0.28071727745863,0.886056703877897,0.215008502133219,0.559657265032474,3.03735980796241,1.49719419610505,3.0547291579522,1.89446808698504,6.25648768673022,2.04540344111552,0.0411731915696553,0.0916002245940036,0.00999049016369224,-0.0106207732864127,-0.0909824176446775,ASK,-10,train
0.256917546641589,0.000163626031607386,0.256917598746779,0.885259284483385,0.216421673881414,0.605952795312554,3.09147229389097,1.49031621658878,3.0485646688296,1.90942830404182,6.14196840518824,2.02067712725346,0.0429749266822237,0.146020279203954,0.00217860860428232,-0.145506533432161,-0.0122380826666613,ASK,-10,train
0.277719347912455,-0.005981782109213,0.277783761084267,0.886000925636623,0.215107392677626,0.660842114131275,3.16602120307722,1.47656974894781,2.97652506541188,1.9026112051956,6.11282585246264,2.01056014818569,0.0531202604621069,0.137640938845504,0.00254994080803983,0.0349450490006532,0.133131031681625,ASK,-10,train
0.291141684518229,0.0143164498538688,0.291493466823067,0.884876707601021,0.217099217822629,0.628740331189023,3.13093165936066,1.45942531266294,2.92677943312267,1.94471087029456,6.05873336748502,2.0193850832411,0.0321850132843131,0.0639914832956908,0.0151267367611965,0.0586683594785048,0.0255525640686724,ASK,-10,train
0.28329693374147,0.0140272677039597,0.283643996775108,0.889368616379877,0.209125576296344,0.62716438624409,3.34680837380914,1.48177803623449,3.02280954800188,1.91309347342259,6.39063996140245,2.05902481220311,0.00545694198470926,0.00850127183855657,0.0415199743522272,-0.00848037576557088,-0.00059569266216143,ASK,-10,train
0.24257763699184,0.00220689549009925,0.242587675606674,0.890951595116667,0.206305990505993,0.639666462811525,3.36725933615129,1.5060836609074,3.08685146371695,1.88634186929208,6.23978738718469,2.02809039155818,0.0382214810813046,0.136273351230857,0.0257878894205819,-0.126386817273397,0.0509587938945718,ASK,-10,train
0.257056622599832,-0.0146729129398081,0.257475050435128,0.89000615013366,0.207990610639613,0.610685213406614,3.16145559636469,1.46510193756607,2.96287789761502,1.94691123371328,6.3234295143271,2.05879261772193,0.0380495032248743,0.0314221111406165,0.0156577530713837,0.0180612765061651,0.0257126303497153,ASK,-10,train
0.28839564471314,0.00554101729600472,0.288448870273715,0.884844175393768,0.21715681887469,0.590855073513226,3.08709957976639,1.43624669698666,2.89306725118605,1.992134398824,6.01242631839109,2.00602740730352,0.0475861356828577,0.0952673285182286,0.0209392421791192,0.0236120109065362,0.092294836388336,ASK,-10,train
0.24817736735538,0.00959830874626307,0.248362906244544,0.887008465963207,0.213320141534957,0.620090285367298,3.24628580492601,1.48981604994718,3.06307601615073,1.92357010736211,6.12145810753182,2.01589508229084,0.0289694710362777,0.0303052122969371,0.00550799441956218,-0.0207877244562917,-0.0220516757706011,ASK,-10,train
0.252063978601567,-0.00320938651785653,0.252084409415323,0.890190571903281,0.207662143225381,0.72304408394217,3.56971589178477,1.51929112614949,3.13701503092098,1.88107238749029,6.60175046929796,2.11041337636373,0.05584728240594,0.177353510790117,0.018300339865235,0.177045962973944,0.0104400567148236,ASK,-10,train
0.227942058642121,-0.00239317363599034,0.227954621313234,0.887317679783554,0.212771227344384,0.588730172024706,3.23891651090904,1.48731538102085,3.01331485162854,1.89805027424342,6.01635945790258,2.01346600286257,0.0171353373466272,0.133274188359472,0.0337785315586772,-0.0436822313412061,-0.125912159650803,ASK,-10,train
0.256714863779976,-0.0108360997508244,0.256943461375029,0.886487966202907,0.214243696957589,0.669300512850888,3.32110626432538,1.45492689310626,2.95352672066058,1.96371966125911,6.17229661048772,2.0274691142286,0.0330637508184568,0.0774606405474083,0.00756046871838878,-0.0160313263492302,-0.0757835563265494,ASK,-10,train
0.266295390601295,-0.00305040615232603,0.266312861186219,0.887280804041401,0.212836698949054,0.575614500933685,3.15546367769798,1.49333376099924,3.01437731551773,1.86631115985788,6.35555834850442,2.06437492102377,0.030763061251287,0.0973711341918578,0.0291074562170754,0.0810393797660889,-0.0539792247159628,ASK,-10,train
